epoch	acc	loss	val_acc	val_loss
0	0,8253333333333334	0,5565899285475413	0,879	0,34103189945220946
1	0,9360000001589457	0,20119835300246874	0,895	0,3286706705093384
2	0,9636666666666667	0,11755855615933736	0,886	0,3607962896823883
3	0,98	0,068041661751767	0,894	0,3301484441757202
4	0,978	0,06911377755055825	0,912	0,35149040389060976
5	0,977	0,06978813651700815	0,903	0,39299130791425707
6	0,976	0,07260634587643047	0,918	0,3275032002329826
7	0,9909999998410542	0,033072989258604746	0,897	0,48631148141622543
8	0,9793333333333333	0,0688269033076552	0,882	0,555326677441597
9	0,986666666507721	0,04941459766604627	0,928	0,3122755233049393
10	0,9923333333333333	0,024729767155600713	0,915	0,4633063172921538
11	0,986	0,05360303836746607	0,924	0,3715545950233936
12	0,9923333333333333	0,024680850846557103	0,917	0,3971790879964828
13	0,986	0,05110652226093225	0,91	0,44358196890354157
14	0,9919999998410542	0,02621723844491256	0,924	0,4046496236124076
15	0,995	0,011713716517816162	0,938	0,33152043154463173
16	0,9819999998410542	0,07965418032105663	0,911	0,4565001532435417
17	0,9903333333333333	0,039182992652912314	0,92	0,40184027269482614
18	0,9983333333333333	0,00599328036965926	0,902	0,5538045929539949
19	0,9986666666666667	0,007828482241769961	0,925	0,4209903349876404
20	0,999	0,00350105620076647	0,916	0,5263884367190768
21	0,9996666666666667	0,0046679423814081624	0,926	0,42701515124551953
22	1,0	7,315712816489394e-05	0,926	0,42664230097364636
23	1,0	3,892817099555638e-05	0,926	0,4278584264307283
24	1,0	2,6826482875397535e-05	0,926	0,4323057170654647
25	1,0	1,7553987046388406e-05	0,926	0,4420224744916195
26	1,0	1,1005371917690354e-05	0,928	0,45262956947094063
27	1,0	7,1741645844364635e-06	0,929	0,46225248780974654
28	1,0	5,01849455743771e-06	0,929	0,469326350982039
29	1,0	3,7654743767537488e-06	0,929	0,47610093686447363
30	1,0	2,942740899470664e-06	0,929	0,48150526686862577
31	1,0	2,387205452426618e-06	0,93	0,4858313671814103
32	1,0	1,9989396989027832e-06	0,929	0,4899715136705054
33	1,0	1,7190086261204366e-06	0,929	0,49370649264179517
34	1,0	1,50095711751419e-06	0,929	0,49673238653653246
35	1,0	1,3275752733837483e-06	0,93	0,4997503679748479
36	1,0	1,1838197022674042e-06	0,93	0,5019796557768496
37	1,0	1,0731675833994815e-06	0,93	0,5049170277749508
38	1,0	9,782923170860158e-07	0,93	0,5071776279538899
39	1,0	8,933118710956478e-07	0,93	0,5096824317003557
40	1,0	8,230153731574319e-07	0,93	0,5117849938591825
41	1,0	7,662299505379148e-07	0,93	0,5133066243248322
42	1,0	7,113716965250206e-07	0,93	0,5154775574817831
43	1,0	6,640839577964168e-07	0,93	0,5173623150599306
44	1,0	6,25180959256492e-07	0,93	0,5187372439514111
45	1,0	5,877877667141244e-07	0,93	0,5200657681831653
46	1,0	5,565342487822515e-07	0,93	0,5214830970474068
47	1,0	5,272478042570583e-07	0,93	0,5230414840585872
48	1,0	4,993919768215467e-07	0,93	0,5246127532428508
49	1,0	4,759667825358823e-07	0,93	0,525927301943826
